unitKey,chassis,model,techBase,rulesLevel,relativePath,weaponIndex,mtfWeaponName,mtfLocation,normalizedLocation,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,matchedBy,matchedText,slotMatchStatus,matchingSlotIndexes,matchingSlotValues,reason
meks-3039u-awesome-aws-8v,Awesome,AWS-8V,Inner Sphere,Introductory,meks/3039u/Awesome AWS-8V.mtf,3,LRM 15,Right Torso,rightTorso,matched,is_lrm_15,LRM 15,Inner Sphere,name,LRM 15,matchedSlot,7; 8; 9,LRM 15; LRM 15; LRM 15,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3e,Banshee,BNC-3E,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3E.mtf,0,PPC,Right Torso,rightTorso,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,1; 2; 3,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3e,Banshee,BNC-3E,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3E.mtf,1,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3e,Banshee,BNC-3E,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3E.mtf,2,Autocannon/5,Left Torso,leftTorso,matched,is_autocannon_5,Autocannon/5,Inner Sphere,name,Autocannon/5,matchedSlot,1; 2; 3; 4; 5,Autocannon/5; Autocannon/5; Autocannon/5; Autocannon/5; IS Ammo AC/5,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3m,Banshee,BNC-3M,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3M.mtf,0,PPC,Left Torso,leftTorso,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,1; 2; 3,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3m,Banshee,BNC-3M,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3M.mtf,1,PPC,Right Torso,rightTorso,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,1; 2; 3,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3m,Banshee,BNC-3M,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3M.mtf,2,Medium Laser,Left Torso,leftTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4,Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3m,Banshee,BNC-3M,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3M.mtf,3,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4,Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3m,Banshee,BNC-3M,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3M.mtf,4,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3mc,Banshee,BNC-3MC,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3MC.mtf,0,Autocannon/10,Left Torso,leftTorso,matched,is_autocannon_10,Autocannon/10,Inner Sphere,name,Autocannon/10,matchedSlot,1; 2; 3; 4; 5; 6; 7; 8; 9,Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; IS Ammo AC/10; IS Ammo AC/10,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3mc,Banshee,BNC-3MC,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3MC.mtf,1,PPC,Right Torso,rightTorso,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,1; 2; 3,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3mc,Banshee,BNC-3MC,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3MC.mtf,2,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3q,Banshee,BNC-3Q,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3Q.mtf,0,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3q,Banshee,BNC-3Q,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3Q.mtf,1,Autocannon/20,Right Torso,rightTorso,matched,is_autocannon_20,Autocannon/20,Inner Sphere,name,Autocannon/20,matchedSlot,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20; Autocannon/20,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,0,Large Laser,Right Arm,rightArm,matched,is_large_laser,Large Laser,Inner Sphere,name,Large Laser,matchedSlot,5; 6,Large Laser; Large Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,1,Autocannon/10,Left Torso,leftTorso,matched,is_autocannon_10,Autocannon/10,Inner Sphere,name,Autocannon/10,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10; 11,Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; IS Ammo AC/10; IS Ammo AC/10,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,2,LRM 10,Right Torso,rightTorso,matched,is_lrm_10,LRM 10,Inner Sphere,name,LRM 10,matchedSlot,5; 6; 11,LRM 10; LRM 10; IS Ammo LRM-10,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,3,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,7; 8; 9; 10,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,4,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,7; 8; 9; 10,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,5,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,7; 8; 9; 10,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,6,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,7; 8; 9; 10,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,7,Small Laser,Center Torso,centerTorso,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,11,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s-reinesblatt,Banshee,BNC-3S (Reinesblatt),Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S Reinesblatt.mtf,8,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,0,PPC,Left Arm,leftArm,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,4; 5; 6,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,1,PPC,Right Torso,rightTorso,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,3; 4; 5,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,2,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8; 9; 10; 11,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,3,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8; 9; 10; 11,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,4,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8; 9; 10; 11,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,5,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8; 9; 10; 11,Medium Laser; Medium Laser; Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,6,Small Laser,Head,head,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,4,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,7,Small Laser,Center Torso,centerTorso,matched,is_small_laser,Small Laser,Inner Sphere,name,Small Laser,matchedSlot,12,Small Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,8,SRM 6,Right Torso,rightTorso,matched,is_srm_6,SRM 6,Inner Sphere,name,SRM 6,matchedSlot,6; 7; 12,SRM 6; SRM 6; IS Ammo SRM-6,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-banshee-bnc-3s,Banshee,BNC-3S,Inner Sphere,Introductory,meks/3039u/Banshee BNC-3S.mtf,9,Autocannon/10,Left Torso,leftTorso,matched,is_autocannon_10,Autocannon/10,Inner Sphere,name,Autocannon/10,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10; 11,Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; Autocannon/10; IS Ammo AC/10; IS Ammo AC/10,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,0,Medium Laser,Left Torso,leftTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4; 5,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,1,Medium Laser,Left Torso,leftTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4; 5,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,2,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,3; 4,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,3,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,3; 4,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,4,PPC,Right Arm,rightArm,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,5; 6; 7,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,5,Machine Gun,Left Arm,leftArm,matched,is_machine_gun,Machine Gun,Inner Sphere,name,Machine Gun,matchedSlot,5; 6,Machine Gun; Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1d,BattleMaster,BLR-1D,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1D.mtf,6,Machine Gun,Left Arm,leftArm,matched,is_machine_gun,Machine Gun,Inner Sphere,name,Machine Gun,matchedSlot,5; 6,Machine Gun; Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,0,Machine Gun,Left Arm,leftArm,matched,is_machine_gun,Machine Gun,Inner Sphere,name,Machine Gun,matchedSlot,5; 6,Machine Gun; Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,1,Machine Gun,Left Arm,leftArm,matched,is_machine_gun,Machine Gun,Inner Sphere,name,Machine Gun,matchedSlot,5; 6,Machine Gun; Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,2,PPC,Right Arm,rightArm,matched,is_ppc,PPC,Inner Sphere,name,PPC,matchedSlot,5; 6; 7,PPC; PPC; PPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,3,SRM 6,Left Torso,leftTorso,matched,is_srm_6,SRM 6,Inner Sphere,name,SRM 6,matchedSlot,1; 2; 6; 7,SRM 6; SRM 6; IS Ammo SRM-6; IS Ammo SRM-6,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,4,Medium Laser,Left Torso,leftTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,3; 4,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,5,Medium Laser,Left Torso,leftTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,3; 4,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,6,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,2; 3,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g-dc,BattleMaster,BLR-1G-DC,Inner Sphere,Advanced,meks/3039u/BattleMaster BLR-1G-DC.mtf,7,Medium Laser,Right Torso,rightTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,2; 3,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3039u-battlemaster-blr-1g,BattleMaster,BLR-1G,Inner Sphere,Introductory,meks/3039u/BattleMaster BLR-1G.mtf,0,Machine Gun,Left Arm,leftArm,matched,is_machine_gun,Machine Gun,Inner Sphere,name,Machine Gun,matchedSlot,5; 6,Machine Gun; Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
